Inspection_ID (unique),MORTALITY_CENTER_ID,INSPECTION_DATE,INSPECTION_DECADE,INSPECTION_YEAR,SPECIES,LATITUDE,LONGITUDE,LANDOWNER_TYPE,OAK_WILT_CONFIRMED,SYMPTOM_VEINAL_NECROSIS,SYMPTOM_MORTALITY_PATTERN
,5734,1/15/99,1990s,1999,Live Oak,30.183413,-97.826697,Unknown,Yes,Yes,
,5802,1/15/99,1990s,1999,Live Oaks,30.244269,-97.823047,Unknown,Yes,,
,5782,2/1/99,1990s,1999,Live Oaks,30.237209,-97.76747,Unknown,Yes,Yes,
,5668,2/4/99,1990s,1999,Live Oaks,30.421483,-97.733159,Unknown,Yes,Yes,
,5812,2/17/99,1990s,1999,Live Oaks,30.213959,-97.849476,Unknown,Yes,Yes,Yes
,14534,2/17/99,1990s,1999,Live Oak,30.202828,-97.815911,Unknown,Yes,Yes,
,5892,3/1/99,1990s,1999,Live Oak,30.225568,-97.79147,Unknown,Yes,Yes,
,14561,3/4/99,1990s,1999,Live Oak,30.264824,-97.805524,Unknown,Yes,Yes,
,5794,3/10/99,1990s,1999,Live Oaks,30.194897,-97.814457,Unknown,Yes,Yes,
,16675,3/11/99,1990s,1999,Live Oak,30.197419,-97.795651,Unknown,Yes,Yes,Yes
,5769,3/16/99,1990s,1999,Live Oaks,30.359072,-97.770601,Unknown,Yes,Yes,Yes
,5768,3/24/99,1990s,1999,Live Oaks,30.355163,-97.766316,Unknown,Yes,Yes,
,5776,3/26/99,1990s,1999,Live Oaks,30.246845,-97.784126,Unknown,Yes,Yes,
,14534,4/2/99,1990s,1999,Live Oaks,30.210624,-97.817258,Unknown,Yes,Yes,Yes
,5769,4/7/99,1990s,1999,Live Oaks,30.360663,-97.767651,Unknown,Yes,,
,5809,4/8/99,1990s,1999,Live Oaks,30.227879,-97.865057,Unknown,Yes,Yes,Yes
,5670,4/21/99,1990s,1999,"Live Oaks, Red Oak",30.42384,-97.726934,Unknown,Yes,Yes,
,5802,4/28/99,1990s,1999,Live Oaks,30.237594,-97.807374,Unknown,Yes,Yes,
,5802,5/5/99,1990s,1999,Live Oaks,30.245338,-97.826105,Unknown,Yes,Yes,
,5759,5/7/99,1990s,1999,"Live Oak, Red Oak",30.329558,-97.769503,Unknown,Yes,Yes,Yes
,5691,5/12/99,1990s,1999,Live Oaks,30.311345,-97.65159,Unknown,Yes,Yes,Yes
,5727,5/12/99,1990s,1999,Live Oaks,30.248466,-97.794869,Unknown,Yes,Yes,
,5776,5/12/99,1990s,1999,Live Oaks,30.246677,-97.784269,Unknown,Yes,,
,14634,5/14/99,1990s,1999,Live Oak,30.2023,-97.822924,Unknown,Yes,Yes,
,5782,5/28/99,1990s,1999,Live Oaks,30.241815,-97.755629,Unknown,Yes,,
,5743,6/1/99,1990s,1999,"Live Oak, Red Oak",30.253675,-97.790426,Unknown,Yes,Yes,
,6281,6/1/99,1990s,1999,Live Oaks,30.204255,-97.854091,Unknown,Yes,,Yes
,5702,6/2/99,1990s,1999,Live Oak,30.25016,-97.745911,Unknown,Yes,,
,5668,6/8/99,1990s,1999,Live Oaks,30.421538,-97.732205,Unknown,Yes,,
,5809,6/10/99,1990s,1999,Live Oaks,30.226268,-97.863196,Unknown,Yes,Yes,
,5809,6/10/99,1990s,1999,Live Oaks,30.226245,-97.863722,Unknown,Yes,,
,5783,6/11/99,1990s,1999,Live Oaks,30.232233,-97.78125,Unknown,Yes,Yes,Yes
,5679,6/17/99,1990s,1999,Live Oaks,30.435152,-97.716397,Unknown,Yes,Yes,Yes
,14541,6/28/99,1990s,1999,Live Oaks,30.207531,-97.880142,Unknown,Yes,Yes,Yes
,5710,6/30/99,1990s,1999,Live Oaks,30.427251,-97.768051,Unknown,Yes,Yes,
,5768,6/30/99,1990s,1999,Live Oaks,30.355339,-97.766713,Unknown,Yes,,
,5782,6/30/99,1990s,1999,Live Oaks,30.23698,-97.767741,Unknown,Yes,,
,16837,6/30/99,1990s,1999,Live Oaks,30.437235,-97.780223,Unknown,Yes,Yes,Yes
,5769,7/6/99,1990s,1999,Live Oaks,30.355903,-97.767455,Unknown,Yes,,
,5809,7/7/99,1990s,1999,Live Oaks,30.226241,-97.863541,Unknown,Yes,,
,5802,7/21/99,1990s,1999,Live Oaks,30.237628,-97.806477,Unknown,Yes,Yes,Yes
,5782,7/26/99,1990s,1999,Live Oak,30.237005,-97.767727,Unknown,Yes,Yes,
,5849,7/27/99,1990s,1999,Live Oak,30.432257,-97.717519,Unknown,Yes,Yes,
,5769,8/4/99,1990s,1999,Live Oaks,30.356279,-97.766031,Unknown,Yes,Yes,
,5769,8/4/99,1990s,1999,Live Oaks,30.361123,-97.771696,Unknown,Yes,Yes,
,14641,8/4/99,1990s,1999,Live Oaks,30.237509,-97.806277,Unknown,Yes,Yes,
,5769,8/5/99,1990s,1999,"Live Oaks, Red Oak",30.354885,-97.767973,Unknown,Yes,Yes,Yes
,5742,8/6/99,1990s,1999,Live Oak,30.254056,-97.792028,Unknown,Yes,,
,5806,8/13/99,1990s,1999,Live Oaks,30.231615,-97.849164,Unknown,Yes,Yes,Yes
,5727,8/17/99,1990s,1999,Live Oaks,30.248427,-97.791893,Unknown,Yes,Yes,Yes
,5734,8/23/99,1990s,1999,Live Oak,30.180418,-97.828494,Unknown,Yes,Yes,
,5809,8/26/99,1990s,1999,Live Oaks,30.227455,-97.864446,Unknown,Yes,Yes,
,5758,8/30/99,1990s,1999,Live Oaks,30.319939,-97.750541,Public,Yes,Yes,Yes
,5783,8/31/99,1990s,1999,"Live Oaks, Red Oaks",30.232189,-97.779757,Unknown,Yes,,
,5804,9/7/99,1990s,1999,Live Oaks,30.239835,-97.852127,Unknown,Yes,,Yes
,5734,11/23/99,1990s,1999,Live Oak,30.182495,-97.825312,Unknown,Yes,Yes,
,16858,1/3/00,2000s,2000,Live Oak,30.345029,-97.750118,Unknown,Yes,Yes,
,14634,1/12/00,2000s,2000,Live Oak,30.201333,-97.821615,Unknown,Yes,Yes,
,16705,1/24/00,2000s,2000,Live Oak,30.196203,-97.794913,Unknown,Yes,,
,5769,1/28/00,2000s,2000,Live Oak,30.360115,-97.76788,Unknown,Yes,Yes,Yes
,5769,1/28/00,2000s,2000,Live Oak,30.360145,-97.768738,Unknown,Yes,Yes,
,5809,2/1/00,2000s,2000,Live Oak,30.227423,-97.864936,Unknown,Yes,,
,5809,2/14/00,2000s,2000,Live Oak,30.226268,-97.863196,Unknown,Yes,,
,5735,2/22/00,2000s,2000,Live Oak,30.178316,-97.843883,Unknown,Yes,,
,14522,2/29/00,2000s,2000,Live Oak,30.208175,-97.880415,Unknown,Yes,,
,14534,3/2/00,2000s,2000,Live Oak,30.202493,-97.815531,Unknown,Yes,Yes,
,5668,3/8/00,2000s,2000,Live Oak,30.424927,-97.731285,Unknown,Yes,Yes,
,14631,3/8/00,2000s,2000,Live Oak,30.209441,-97.881199,Unknown,Yes,Yes,Yes
,14623,3/13/00,2000s,2000,"Live Oak, Blackjack Oak",30.205048,-97.877549,Unknown,Yes,,
,5807,3/16/00,2000s,2000,Live Oak,30.221477,-97.854102,Unknown,Yes,,
,5735,3/21/00,2000s,2000,Live Oak,30.177993,-97.844072,Unknown,Yes,,
,5892,3/29/00,2000s,2000,Live Oak,30.220018,-97.789507,Unknown,Yes,Yes,
,5778,3/31/00,2000s,2000,Live Oak,30.193155,-97.805986,Unknown,Yes,,
,5804,4/5/00,2000s,2000,Live Oak,30.242405,-97.852304,Unknown,Yes,,Yes
,14598,4/10/00,2000s,2000,Live Oak,30.437469,-97.80355,Unknown,Yes,Yes,Yes
,5668,4/12/00,2000s,2000,Live Oak,30.424605,-97.731145,Unknown,Yes,Yes,
,14522,4/12/00,2000s,2000,"Live Oak, Shumard Oak",30.239059,-97.909244,Unknown,Yes,Yes,
,5685,4/13/00,2000s,2000,Live Oak,30.38251,-97.67809,Unknown,Yes,Yes,Yes
,5702,4/14/00,2000s,2000,Live Oak,30.2495,-97.746038,Unknown,Yes,Yes,Yes
,5769,4/14/00,2000s,2000,Live Oak,30.363102,-97.770939,Unknown,Yes,Yes,Yes
,5771,4/18/00,2000s,2000,Live Oak,30.303078,-97.773108,Unknown,Yes,Yes,
,5759,4/20/00,2000s,2000,Live Oak,30.329624,-97.765961,Unknown,Yes,Yes,
,5691,4/25/00,2000s,2000,Live Oak,30.347765,-97.688002,Unknown,Yes,Yes,
,5743,4/25/00,2000s,2000,Live Oak,30.250922,-97.791277,Unknown,Yes,Yes,Yes
,5816,4/25/00,2000s,2000,Live Oak,30.214149,-97.838026,Unknown,Yes,Yes,
,5849,4/26/00,2000s,2000,Live Oak,30.43104,-97.706785,Unknown,Yes,Yes,Yes
,5806,4/27/00,2000s,2000,Live Oak,30.230708,-97.847775,Unknown,Yes,Yes,Yes
,5702,4/28/00,2000s,2000,Live Oak,30.251448,-97.744303,Unknown,Yes,Yes,
,5734,5/1/00,2000s,2000,Live Oak,30.182003,-97.829847,Unknown,Yes,,Yes
,5771,5/1/00,2000s,2000,Live Oak,30.296176,-97.769991,Unknown,Yes,Yes,
,5670,5/2/00,2000s,2000,Live Oak,30.424277,-97.72767,Unknown,Yes,Yes,
,5807,5/2/00,2000s,2000,Live Oak,30.229462,-97.857557,Unknown,Yes,Yes,
,5778,5/3/00,2000s,2000,Live Oak,30.193155,-97.805986,Unknown,Yes,Yes,Yes
,14623,5/4/00,2000s,2000,Live Oak,30.211624,-97.86797,Unknown,Yes,,
,5771,5/10/00,2000s,2000,Live Oak,30.303547,-97.777869,Unknown,Yes,Yes,
,5802,5/10/00,2000s,2000,Live Oak,30.236796,-97.807781,Unknown,Yes,Yes,
,5807,5/16/00,2000s,2000,Live Oak,30.226598,-97.854074,Unknown,Yes,Yes,
,16688,5/17/00,2000s,2000,Live Oak,30.186832,-97.825466,Unknown,Yes,Yes,
,5782,5/19/00,2000s,2000,Live Oak,30.23641,-97.767249,Unknown,Yes,Yes,
,5771,5/22/00,2000s,2000,Live Oak,30.308913,-97.766046,Unknown,Yes,Yes,
,5819,5/31/00,2000s,2000,Live Oak,30.204229,-97.843708,Unknown,Yes,,
,16851,5/31/00,2000s,2000,Live Oak,30.367849,-97.748857,Unknown,Yes,Yes,
,5804,6/2/00,2000s,2000,Live Oak,30.239269,-97.852929,Unknown,Yes,Yes,
,14534,6/2/00,2000s,2000,Live Oak,30.202771,-97.816235,Unknown,Yes,Yes,Yes
,14605,6/7/00,2000s,2000,Live Oak,30.326044,-97.805738,Unknown,Yes,Yes,Yes
,16730,6/12/00,2000s,2000,Live Oak,30.20013,-97.82982,Unknown,Yes,Yes,
,16809,6/19/00,2000s,2000,Live Oak,30.277704,-97.82386,Unknown,Yes,Yes,
,16840,6/20/00,2000s,2000,Live Oak,30.376645,-97.794861,Unknown,Yes,Yes,
,5691,6/21/00,2000s,2000,Live Oak,30.318591,-97.678796,Unknown,Yes,Yes,
,5691,6/21/00,2000s,2000,"Live Oak, Shumard Oak",30.366246,-97.66294,Unknown,Yes,,
,14623,6/26/00,2000s,2000,Live Oak,30.194627,-97.872395,Unknown,Yes,,Yes
,14599,6/28/00,2000s,2000,Live Oak,30.443066,-97.809563,Unknown,Yes,Yes,
,5734,6/29/00,2000s,2000,Live Oak,30.181861,-97.827646,Unknown,Yes,Yes,
,5817,7/12/00,2000s,2000,Live Oak,30.205854,-97.844392,Unknown,Yes,Yes,
,5802,7/18/00,2000s,2000,Live Oak,30.237672,-97.807562,Unknown,Yes,Yes,Yes
,16844,7/18/00,2000s,2000,Live Oak,30.331265,-97.80537,Unknown,Yes,Yes,
,5668,7/20/00,2000s,2000,Live Oak,30.41672,-97.731832,Unknown,Yes,Yes,
,5689,7/20/00,2000s,2000,"Live Oak, Shumard Oak",30.385227,-97.687291,Unknown,Yes,,Yes
,14589,8/3/00,2000s,2000,Live Oak,30.41323,-97.724111,Unknown,Yes,Yes,Yes
,5807,8/4/00,2000s,2000,Live Oak,30.222263,-97.850104,Unknown,Yes,Yes,
,14599,8/15/00,2000s,2000,Live Oak,30.440341,-97.821082,Unknown,Yes,,
,5669,8/16/00,2000s,2000,Live Oak,30.414637,-97.737381,Unknown,Yes,,
,14589,8/17/00,2000s,2000,Live Oak,30.414783,-97.726537,Unknown,Yes,Yes,
,5783,8/21/00,2000s,2000,Live Oak,30.229711,-97.778028,Unknown,Yes,,
,5768,8/22/00,2000s,2000,Live Oak,30.355439,-97.765538,Unknown,Yes,Yes,Yes
,16737,8/28/00,2000s,2000,Live Oak,30.257867,-97.786335,Unknown,Yes,Yes,
,5702,8/31/00,2000s,2000,Live Oak,30.249088,-97.745289,Unknown,Yes,Yes,Yes
,14534,9/18/00,2000s,2000,Live Oak,30.203366,-97.815321,Unknown,Yes,,Yes
,16888,9/27/00,2000s,2000,Live Oak,30.38676,-97.711971,Unknown,Yes,,
,16684,9/28/00,2000s,2000,Live Oak,30.223832,-97.863533,Unknown,Yes,Yes,
,5849,10/13/00,2000s,2000,Live Oak,30.435458,-97.706998,Unknown,Yes,Yes,
,5849,10/13/00,2000s,2000,Live Oak,30.435458,-97.706998,Unknown,Yes,Yes,
,5849,10/13/00,2000s,2000,Live Oak,30.429604,-97.70422,Unknown,Yes,Yes,Yes
,5702,10/16/00,2000s,2000,Live Oak,30.243906,-97.746679,Unknown,Yes,Yes,
,5771,11/28/00,2000s,2000,Live Oak,30.303078,-97.773108,Unknown,Yes,Yes,
,5691,1/11/01,2000s,2001,"Live Oak, Shumard Oak",30.366246,-97.66294,Unknown,Yes,,Yes
,14561,1/18/01,2000s,2001,Live Oak,30.269802,-97.811261,Unknown,Yes,Yes,
,5691,2/1/01,2000s,2001,Live Oak,30.317033,-97.693382,Unknown,Yes,Yes,
,5702,2/5/01,2000s,2001,Live Oak,30.251766,-97.744169,Unknown,Yes,Yes,
,14626,2/13/01,2000s,2001,Live Oak,30.201344,-97.819932,Unknown,Yes,Yes,
,14637,2/16/01,2000s,2001,Live Oak,30.269288,-97.811853,Unknown,Yes,Yes,
,16840,3/6/01,2000s,2001,"Live Oak, Shumard Oak",30.382169,-97.798025,Unknown,Yes,Yes,
,16715,3/7/01,2000s,2001,Live Oak,30.257555,-97.755509,Unknown,Yes,Yes,Yes
,16891,3/7/01,2000s,2001,Live Oak,30.434944,-97.765889,Unknown,Yes,Yes,Yes
,14635,3/12/01,2000s,2001,Live Oak,30.179829,-97.809288,Unknown,Yes,Yes,
,5668,3/20/01,2000s,2001,Live Oak,30.424605,-97.731145,Unknown,Yes,Yes,
,5670,3/20/01,2000s,2001,Live Oak,30.423668,-97.726875,Unknown,Yes,Yes,Yes
,14031,3/20/01,2000s,2001,Live Oak,30.211368,-97.851289,Unknown,Yes,Yes,
,5768,3/26/01,2000s,2001,Live Oak,30.355482,-97.766207,Unknown,Yes,Yes,Yes
,16851,3/26/01,2000s,2001,"Live Oak, Shumard Oak",30.362107,-97.758049,Unknown,Yes,Yes,
,5776,4/3/01,2000s,2001,Live Oak,30.250632,-97.78526,Unknown,Yes,Yes,
,5776,4/4/01,2000s,2001,Live Oak,30.246845,-97.784126,Unknown,Yes,Yes,
,5849,4/5/01,2000s,2001,Live Oak,30.428941,-97.7049,Unknown,Yes,Yes,Yes
,5668,4/11/01,2000s,2001,Live Oak,30.424095,-97.730571,Unknown,Yes,Yes,
,5691,4/11/01,2000s,2001,Live Oak,30.33717,-97.70861,Unknown,Yes,Yes,
,5776,4/12/01,2000s,2001,Live Oak,30.247142,-97.783159,Unknown,Yes,,
,16708,4/18/01,2000s,2001,Live Oak,30.392857,-97.762223,Unknown,Yes,Yes,Yes
,6281,4/20/01,2000s,2001,Live Oak,30.204161,-97.854342,Unknown,Yes,Yes,Yes
,14607,4/20/01,2000s,2001,Live Oak,30.200075,-97.858895,Unknown,Yes,Yes,
,14637,4/20/01,2000s,2001,Live Oak,30.269288,-97.811853,Unknown,Yes,Yes,Yes
,5731,4/27/01,2000s,2001,Live Oak,30.179445,-97.814366,Unknown,Yes,Yes,Yes
,5734,5/2/01,2000s,2001,Live Oak,30.182033,-97.829271,Unknown,Yes,Yes,Yes
,14029,5/3/01,2000s,2001,Live Oak,30.178372,-97.779509,Unknown,Yes,Yes,Yes
,16851,5/4/01,2000s,2001,Live Oak,30.373464,-97.745683,Unknown,Yes,,Yes
,5769,5/7/01,2000s,2001,Live Oak,30.369541,-97.771777,Unknown,Yes,Yes,
,6201,5/7/01,2000s,2001,Live Oak,30.248479,-97.793984,Unknown,Yes,Yes,Yes
,16684,5/7/01,2000s,2001,Live Oak,30.223599,-97.859626,Unknown,Yes,Yes,Yes
,5710,5/9/01,2000s,2001,Live Oak,30.430224,-97.777293,Unknown,Yes,Yes,
,16888,5/14/01,2000s,2001,Live Oak,30.392371,-97.694687,Unknown,Yes,Yes,
,5685,5/15/01,2000s,2001,Live Oak,30.38573,-97.684491,Unknown,Yes,Yes,Yes
,5784,5/16/01,2000s,2001,"Live Oak, Blackjack Oak",30.212143,-97.784496,Unknown,Yes,,
,14592,5/16/01,2000s,2001,Live Oak,30.209411,-97.887829,Unknown,Yes,Yes,
,14605,5/16/01,2000s,2001,Live Oak,30.335678,-97.794276,Unknown,Yes,Yes,Yes
,14615,5/16/01,2000s,2001,Live Oak,30.207799,-97.880612,Unknown,Yes,Yes,Yes
,14589,5/22/01,2000s,2001,Live Oak,30.411975,-97.732355,Unknown,Yes,,
,5776,5/29/01,2000s,2001,Live Oak,30.246314,-97.784117,Unknown,Yes,,
,5752,5/30/01,2000s,2001,Live Oak,30.277756,-97.790401,Unknown,Yes,Yes,
,5892,6/1/01,2000s,2001,Live Oak,30.220066,-97.794491,Unknown,Yes,Yes,Yes
,5735,6/6/01,2000s,2001,Live Oak,30.178482,-97.843643,Unknown,Yes,Yes,
,5892,6/18/01,2000s,2001,Live Oak,30.224804,-97.791328,Unknown,Yes,,
,14623,6/18/01,2000s,2001,"Live Oak, Blackjack Oak",30.20499,-97.877395,Unknown,Yes,,
,5758,6/22/01,2000s,2001,Live Oak,30.322545,-97.768733,Unknown,Yes,Yes,Yes
,5771,6/25/01,2000s,2001,Live Oak,30.297579,-97.762052,Unknown,Yes,,
,14544,6/25/01,2000s,2001,"Live Oak, Pin Oak",30.226566,-97.865255,Unknown,Yes,,
,5689,6/27/01,2000s,2001,Live Oak,30.386451,-97.689935,Unknown,Yes,,Yes
,5768,7/9/01,2000s,2001,Live Oak,30.355086,-97.765772,Unknown,Yes,Yes,
,5727,7/16/01,2000s,2001,Live Oak,30.248463,-97.795156,Unknown,Yes,Yes,Yes
,5804,8/14/01,2000s,2001,Live Oak,30.239292,-97.852934,Unknown,Yes,,Yes
,14534,8/16/01,2000s,2001,Live Oak,30.202962,-97.816289,Unknown,Yes,Yes,
,5849,9/4/01,2000s,2001,Live Oak,30.431623,-97.718563,Unknown,Yes,Yes,
,14541,9/10/01,2000s,2001,Live Oak,30.207326,-97.880636,Unknown,Yes,,
,5771,9/21/01,2000s,2001,Live Oak,30.292757,-97.769328,Unknown,Yes,,
,5804,10/6/01,2000s,2001,Live Oak,30.240077,-97.851985,Public,Yes,,
,5685,10/15/01,2000s,2001,Live Oak,30.383734,-97.678527,Unknown,Yes,Yes,Yes
,5804,10/18/01,2000s,2001,Live Oak,30.240758,-97.852754,Unknown,Yes,,
,5702,11/1/01,2000s,2001,Live Oak,30.248948,-97.745401,Unknown,Yes,,Yes
,5668,11/20/01,2000s,2001,Live Oak,30.424605,-97.731145,Unknown,Yes,,Yes
,5804,11/30/01,2000s,2001,Live Oak,30.237306,-97.84774,Unknown,Yes,,
,14623,12/6/01,2000s,2001,Live Oak,30.204741,-97.87527,Unknown,Yes,Yes,Yes
,8445,1/2/02,2000s,2002,Live Oak,30.341581,-97.710809,Unknown,Yes,,Yes
,5681,1/24/02,2000s,2002,Live Oak,30.414111,-97.681664,Unknown,Yes,Yes,
,5771,1/31/02,2000s,2002,Live Oak,30.303653,-97.77247,Unknown,Yes,,
,14641,2/6/02,2000s,2002,Live Oak,30.236185,-97.806372,Unknown,Yes,Yes,
,5795,2/12/02,2000s,2002,Live Oak,30.19656,-97.816743,Unknown,Yes,Yes,Yes
,14609,2/25/02,2000s,2002,Live Oak,30.214294,-97.81789,Unknown,Yes,,Yes
,16730,2/25/02,2000s,2002,Live Oak,30.19412,-97.827667,Unknown,Yes,Yes,
,5812,2/28/02,2000s,2002,Live Oak,30.212246,-97.851361,Unknown,Yes,Yes,
,16778,2/28/02,2000s,2002,Live Oak,30.28605,-97.770035,Unknown,Yes,Yes,
,5824,3/11/02,2000s,2002,Live Oaks,30.196524,-97.825715,Unknown,Yes,Yes,
,5691,4/2/02,2000s,2002,Live Oaks,30.308508,-97.698614,Unknown,Yes,Yes,
,5783,4/8/02,2000s,2002,Live Oaks,30.229232,-97.778051,Unknown,Yes,Yes,
,5771,4/9/02,2000s,2002,Live Oak,30.299038,-97.774266,Unknown,Yes,Yes,
,8445,4/15/02,2000s,2002,Live Oak,30.347642,-97.740263,Unknown,Yes,Yes,
,5743,4/18/02,2000s,2002,Live Oaks,30.250413,-97.790394,Unknown,Yes,Yes,
,5755,4/22/02,2000s,2002,"Live Oaks, Red Oaks",30.297995,-97.779723,Unknown,Yes,Yes,Yes
,5816,4/22/02,2000s,2002,Live Oaks,30.214573,-97.837236,Unknown,Yes,,Yes
,14602,4/22/02,2000s,2002,Live Oaks,30.351125,-97.776602,Unknown,Yes,,
,5673,4/25/02,2000s,2002,Live Oaks,30.41832,-97.724894,Unknown,Yes,Yes,Yes
,14610,4/25/02,2000s,2002,Live Oaks,30.222685,-97.733332,Unknown,Yes,Yes,Yes
,5804,5/9/02,2000s,2002,Live Oaks,30.239688,-97.855017,Unknown,Yes,Yes,Yes
,5809,5/10/02,2000s,2002,Live Oaks,30.24079,-97.889638,Unknown,Yes,Yes,
,14626,5/14/02,2000s,2002,Live Oaks,30.202047,-97.818674,Unknown,Yes,Yes,Yes
,8445,5/15/02,2000s,2002,Live Oaks,30.345964,-97.763603,Unknown,Yes,,
,5735,6/10/02,2000s,2002,Live Oaks,30.181478,-97.854276,Unknown,Yes,Yes,Yes
,5807,6/10/02,2000s,2002,Live Oak,30.230625,-97.858688,Unknown,Yes,Yes,Yes
,16836,6/13/02,2000s,2002,Live Oak,30.487013,-97.762381,Unknown,Yes,Yes,
,14031,6/25/05,2000s,2005,Live Oak,30.210342,-97.850016,Private,Yes,Yes,
,14031,6/25/05,2000s,2005,Live Oak,30.210203,-97.849975,Private,Yes,Yes,
,5782,2/1/06,2000s,2006,Live Oak,30.238417,-97.766084,Unknown,Yes,,
,5710,2/22/06,2000s,2006,"Live Oak, Red Oak",30.419284,-97.767689,Unknown,Yes,,
,5702,2/27/06,2000s,2006,Live Oak,30.254566,-97.755582,Unknown,Yes,,
,5807,3/2/06,2000s,2006,Live Oaks,30.224802,-97.846839,Unknown,Yes,,
,14522,3/13/06,2000s,2006,Live Oaks,30.223226,-97.881348,Unknown,Yes,Yes,
,16684,3/13/06,2000s,2006,Live Oaks,30.223088,-97.857225,Unknown,Yes,,Yes
,14029,4/18/06,2000s,2006,"Live Oak, Red Oak",30.178624,-97.779428,Unknown,Yes,,Yes
,14495,5/1/06,2000s,2006,Live Oaks,30.242291,-97.734498,Unknown,Yes,,
,5710,5/2/06,2000s,2006,Live Oaks,30.426691,-97.769331,Unknown,Yes,Yes,Yes
,5769,5/12/06,2000s,2006,Live Oak,30.359501,-97.767722,Unknown,Yes,,
,5734,5/15/06,2000s,2006,"Live Oak, Red Oak",30.184071,-97.826015,Unknown,Yes,,Yes
,6281,5/22/06,2000s,2006,Live Oaks,30.203746,-97.854939,Unknown,Yes,Yes,
,5812,5/25/06,2000s,2006,Live Oaks,30.214988,-97.849243,Unknown,Yes,,
,5783,6/6/06,2000s,2006,Live Oaks,30.227917,-97.778699,Unknown,Yes,,
,8445,6/6/06,2000s,2006,"Live Oaks, Red Oak",30.346735,-97.758164,Unknown,Yes,,
,5734,6/7/06,2000s,2006,"Live Oak, Red Oak",30.184218,-97.826654,Unknown,Yes,Yes,
,5762,6/7/06,2000s,2006,Live Oaks,30.338777,-97.781487,Unknown,Yes,,Yes
,5800,6/7/06,2000s,2006,Live Oak,30.243462,-97.832132,Unknown,Yes,Yes,Yes
,5743,6/8/06,2000s,2006,"Live Oak, Red Oak",30.251012,-97.791063,Unknown,Yes,,Yes
,5807,6/8/06,2000s,2006,Live Oaks,30.223732,-97.851541,Unknown,Yes,,Yes
,6281,6/12/06,2000s,2006,Live Oak,30.203291,-97.855032,Unknown,Yes,Yes,
,6281,6/12/06,2000s,2006,Live Oak,30.203086,-97.855098,Unknown,Yes,Yes,
,6281,6/14/06,2000s,2006,Live Oak,30.203375,-97.854809,Unknown,Yes,Yes,
,6281,6/15/06,2000s,2006,Live Oak,30.204805,-97.855962,Unknown,Yes,Yes,
,5723,6/19/06,2000s,2006,Live Oak,30.263575,-97.803436,Unknown,Yes,Yes,
,5800,6/27/06,2000s,2006,Live Oak,30.245471,-97.833348,Unknown,Yes,Yes,Yes
,5669,7/11/06,2000s,2006,Live Oak,30.423123,-97.734415,Unknown,Yes,Yes,Yes
,5819,7/25/06,2000s,2006,Live Oak,30.204521,-97.843027,Unknown,Yes,,
,14556,7/25/06,2000s,2006,Live Oaks,30.199854,-97.81953,Unknown,Yes,Yes,
,5771,8/3/06,2000s,2006,Live Oak,30.30299,-97.770473,Unknown,Yes,Yes,
,5724,8/16/06,2000s,2006,"Live Oaks, Red Oaks",30.264014,-97.799485,Unknown,Yes,,
,5710,8/30/06,2000s,2006,Live Oak,30.426879,-97.769395,Unknown,Yes,,
,16867,9/6/06,2000s,2006,Live Oaks,30.453817,-97.801997,Unknown,Yes,,
,5685,9/12/06,2000s,2006,Live Oak,30.381476,-97.682636,Unknown,Yes,,
,14504,9/25/06,2000s,2006,Live Oaks,30.167345,-97.791142,Unknown,Yes,,
,5743,10/3/06,2000s,2006,"Live Oaks, Red Oaks",30.252815,-97.791132,Unknown,Yes,,Yes
,5892,10/9/06,2000s,2006,Live Oaks,30.225799,-97.790485,Unknown,Yes,,
,16791,10/11/06,2000s,2006,Live Oaks,30.189698,-97.85689,Unknown,Yes,,
,5816,10/19/06,2000s,2006,Live Oak,30.221809,-97.839822,Unknown,Yes,,
,5829,10/19/06,2000s,2006,Live Oaks,30.252341,-97.780064,Unknown,Yes,,
,5806,11/6/06,2000s,2006,Live Oak,30.230399,-97.849302,Unknown,Yes,,
,14635,11/27/06,2000s,2006,Live Oaks,30.180316,-97.810969,Unknown,Yes,,Yes
,5817,12/13/06,2000s,2006,Live Oak,30.206388,-97.844415,Unknown,Yes,,Yes
,14506,12/20/06,2000s,2006,Live Oak,30.42621,-97.72065,Unknown,Yes,,
,5702,12/21/06,2000s,2006,Live Oak,30.251375,-97.745483,Unknown,Yes,,
,11549,1/3/07,2000s,2007,Live Oak,30.46281,-97.807808,Unknown,Yes,Yes,
,14506,1/24/07,2000s,2007,Live Oak,30.426445,-97.721112,Unknown,Yes,,
,16888,1/24/07,2000s,2007,Live Oaks,30.392863,-97.693846,Unknown,Yes,Yes,
,16889,2/7/07,2000s,2007,Live Oak,30.17642,-97.797745,Unknown,Yes,,
,5669,2/12/07,2000s,2007,Live Oak,30.422465,-97.732915,Unknown,Yes,,
,16891,2/21/07,2000s,2007,Live Oak,30.435062,-97.759141,Unknown,Yes,Yes,
,5807,3/5/07,2000s,2007,Live Oak,30.221756,-97.853604,Unknown,Yes,Yes,
,5689,3/7/07,2000s,2007,Live Oak,30.386324,-97.687739,Unknown,Yes,Yes,
,5735,3/20/07,2000s,2007,Live Oak,30.180847,-97.844535,Unknown,Yes,,
,5710,4/4/07,2000s,2007,Live Oak,30.427735,-97.769155,Unknown,Yes,Yes,
